B
300
319 534
0
497 1 527 128 0.9287827233057768 0.10854055522806375 0
15 3 0 4 887131.0 28 1250113.0 53 927936.0 77 815904.0 101 868423.0 126 1064112.0 150 700345.0 174 810937.0 199 1053357.0 223 1512576.0 247 1986888.0 272 3311803.0 296 3389402.0 297 0
0
498 1 737 163 0.9161099872742414 0.0013095438708455086 0
8 7 0 8 872036.0 32 1606721.0 56 1396636.0 80 1042275.0 104 873135.0 128 1530684.0 129 0
1 497
499 1 1183 217 0.9169702153960867 0.13964782335282366 0
8 48 0 49 1300937.0 75 916561.0 100 1485248.0 126 1454715.0 151 1996784.0 177 1703316.0 178 0
1 497
500 1 1216 20 0.9155073667546563 0.06506104070533442 0
10 16 0 17 476664.0 42 458788.0 67 1196356.0 92 1271985.0 117 1424794.0 142 2042780.0 167 1959945.0 192 2381914.0 193 0
0
501 1 1035 165 0.9219828332605983 0.038834201644048334 0
14 10 0 11 1105916.0 37 1106200.0 63 1876358.0 89 1626620.0 115 2446045.0 141 2194594.0 167 1814663.0 193 1423963.0 219 2280890.0 245 2552931.0 271 1889351.0 297 1470859.0 298 0
0
502 1 1390 22 0.9267626599284259 0.10932002830513031 0
11 21 0 22 810331.0 47 1210468.0 71 1652128.0 96 1444248.0 121 922593.0 145 1258113.0 170 850020.0 194 939017.0 219 1616655.0 220 0
0
503 1 1055 281 0.9122830527409637 0.10997578791900753 0
10 116 0 117 585835.0 143 1130533.0 168 963996.0 194 1747261.0 219 994237.0 245 656995.0 270 864461.0 296 957455.0 297 0
0
504 1 811 105 0.924476570224994 0.02114986359772739 0
13 1 0 2 232218.0 26 298324.0 50 516928.0 74 959165.0 98 786572.0 123 1266352.0 147 1061420.0 171 1634125.0 195 2009218.0 219 2141277.0 243 2682506.0 244 0
1 503
505 1 770 131 0.9208101249653992 0.09597856416476068 0
14 24 0 25 1560887.0 50 1955088.0 75 757853.0 100 554630.0 125 983819.0 150 998571.0 174 1128882.0 199 2324632.0 224 2821345.0 249 2906326.0 274 1969371.0 299 2421938.0 300 0
0
506 1 939 294 0.9210457219825546 0.1466791920846783 0
13 30 0 31 1242053.0 57 1267459.0 83 1281691.0 109 989955.0 135 1021425.0 161 1167323.0 188 955786.0 214 953412.0 240 1839714.0 266 1834866.0 292 2432100.0 293 0
1 505
507 1 1181 210 0.9250822861123272 0.013991792295766558 0
13 18 0 19 637084.0 45 342475.0 70 494694.0 96 1021831.0 122 1374225.0 147 1359828.0 173 2610521.0 199 2328188.0 225 2416912.0 250 1790817.0 276 1253990.0 277 0
0
508 1 962 172 0.9142217823022757 0.07593941114012061 0
8 32 0 33 758323.0 59 823747.0 86 1643758.0 112 1760699.0 139 1544843.0 165 1485122.0 166 0
1 507
509 1 1369 262 0.9128948919157219 0.11742571492373655 0
10 44 0 45 444750.0 69 690484.0 92 843221.0 116 1141723.0 140 1305262.0 164 1142245.0 187 1360643.0 211 1238479.0 212 0
0
510 1 789 38 0.9165887821558533 0.006626249081158225 0
15 5 0 6 931828.0 30 1235484.0 55 1661537.0 79 1227753.0 104 1117290.0 128 1266576.0 153 1611564.0 177 2283075.0 201 1022435.0 226 1817607.0 250 2424690.0 275 2177933.0 299 1970250.0 300 0
1 509
511 1 1100 18 0.9118493874042872 0.09928959148287438 0
12 30 0 31 3810132.0 56 2584107.0 82 1025730.0 107 791692.0 132 1059471.0 158 1297211.0 183 881352.0 208 1399322.0 234 1337345.0 259 1248184.0 260 0
0
512 1 1058 92 0.9180283602768241 0.1022737162136522 0
12 51 0 52 918302.0 77 973575.0 102 1482649.0 127 1608078.0 152 1473670.0 176 1603496.0 201 1319498.0 226 589189.0 251 707957.0 276 804840.0 277 0
1 511
513 1 1371 233 0.913575753341505 0.12878852918937075 0
13 43 0 44 1937831.0 69 1537690.0 93 1181816.0 118 944310.0 142 1443831.0 167 971525.0 192 1436584.0 216 1448797.0 241 1599867.0 265 1938195.0 290 1721820.0 291 0
0
514 1 1047 148 0.9119509233306733 0.07722224799192091 0
10 123 0 124 1848062.0 148 1901237.0 172 1910137.0 196 2340039.0 219 2061446.0 243 1260243.0 267 1342063.0 291 2121279.0 292 0
1 513
515 1 901 10 0.9264459137413583 0.09296717991712632 0
10 0 0 1 1366478.0 28 2108149.0 54 1319295.0 81 1363655.0 107 1306986.0 134 1036665.0 160 437905.0 187 397220.0 188 0
0
516 1 1116 210 0.9246789417072527 0.040988363648158985 0
13 3 0 4 1078847.0 28 1164930.0 51 1648772.0 75 1117989.0 99 693518.0 123 917067.0 146 856686.0 170 1220887.0 194 1135192.0 217 1203744.0 241 1032482.0 242 0
1 515
517 1 1241 54 0.9158689961992802 0.06013869429331393 0
15 1 0 2 1227265.0 26 891632.0 51 693945.0 75 676724.0 99 1269486.0 123 1111468.0 147 812851.0 172 976747.0 196 1372967.0 220 2458003.0 245 2159186.0 269 1595303.0 293 1463839.0 294 0
1 516
518 1 1327 150 0.9218926510199991 0.14884063080691567 0
9 19 0 20 1881920.0 46 1258467.0 71 1082252.0 97 1997339.0 123 2355831.0 148 2811871.0 174 1888869.0 175 0
0
519 1 1058 77 0.9246748084596985 0.1039204062130119 0
13 29 0 30 1193160.0 54 1197515.0 78 1194508.0 102 1452461.0 126 1472668.0 151 1298294.0 175 1075034.0 199 945015.0 223 748407.0 247 896783.0 271 945096.0 272 0
1 518
520 1 1113 159 0.9107860755331378 0.02104024712583013 0
9 81 0 82 856924.0 105 773930.0 129 1065249.0 153 945726.0 176 1467945.0 199 1989664.0 223 1118866.0 224 0
1 518
521 1 912 100 0.9116471308583497 0.1272985483807963 0
11 92 0 93 688221.0 117 909861.0 140 1118995.0 164 1210265.0 187 818856.0 211 1360505.0 235 1603426.0 258 1634561.0 282 2348598.0 283 0
1 518
522 1 1003 128 0.9273162164991242 0.14287061179634072 0
8 23 0 24 755234.0 50 574275.0 76 943866.0 102 1572098.0 128 2341792.0 154 1605708.0 155 0
0
523 1 577 278 0.9108611451342216 0.10848074780220714 0
9 67 0 68 3052681.0 95 1960280.0 122 1275901.0 149 1386995.0 175 1562060.0 202 2007305.0 229 1576169.0 230 0
0
524 1 620 68 0.9265858719860662 0.042453429648935066 0
7 45 0 46 1903319.0 71 1697305.0 95 1405394.0 120 1708980.0 145 2111984.0 146 0
2 523 526
525 1 1364 104 0.92820126743516 0.09745499149326073 0
9 45 0 46 2046600.0 70 2399524.0 93 966469.0 117 757716.0 141 702425.0 164 423995.0 188 362408.0 189 0
0
526 1 589 102 0.925097950646168 0.11619838335013831 0
9 44 0 45 1529206.0 68 1278182.0 91 1493809.0 114 1987328.0 137 1660279.0 160 1647557.0 183 1186171.0 184 0
1 525
527 1 1141 75 0.9172400131247869 0.029329608597785377 0
12 4 0 5 435274.0 31 389102.0 57 574105.0 83 769261.0 109 2899714.0 136 1434301.0 162 1062801.0 188 1144050.0 214 1467569.0 240 554990.0 241 0
0
528 1 1023 248 0.9155550324810108 0.05246866720812845 0
8 8 0 9 1709424.0 33 1167664.0 57 1057577.0 81 899389.0 105 1221722.0 129 1524865.0 130 0
1 527
529 1 1209 126 0.9275279487305269 0.01295255155159543 0
15 1 0 2 2342828.0 27 2846312.0 51 2273828.0 76 1611556.0 101 1123300.0 125 747858.0 150 936208.0 175 633341.0 199 625662.0 224 612846.0 249 1059627.0 273 527116.0 298 695422.0 299 0
0
530 1 1250 145 0.9187429324886206 0.12497606417504266 0
7 94 0 95 2366507.0 122 1214895.0 149 1004585.0 175 1266982.0 202 1352654.0 203 0
1 529
531 1 1251 42 0.9298099693472013 0.01576349264099866 0
7 133 0 134 1880785.0 161 1624592.0 187 1733831.0 214 1519990.0 241 1725343.0 242 0
0
532 1 932 259 0.9111832409548848 0.05002880040928998 0
10 55 0 56 2247035.0 82 1078860.0 107 1257091.0 133 837297.0 158 488449.0 184 774926.0 209 1394741.0 235 1359400.0 236 0
0
533 1 592 154 0.9235917134714998 0.10008272888581458 0
13 1 0 2 694919.0 28 1120217.0 54 1689558.0 79 1657138.0 105 2077366.0 131 2386543.0 157 1889107.0 183 1790004.0 208 1033524.0 234 700733.0 260 840082.0 261 0
1 532
534 1 1196 109 0.9185207831240968 0.058699841576216404 0
8 84 0 85 1710599.0 108 1439284.0 131 2033611.0 153 1415161.0 176 936899.0 199 583361.0 200 0
0
535 1 1072 133 0.9189483054529103 0.04251568501509254 0
11 10 0 11 3303292.0 36 1626989.0 61 1737077.0 87 1200865.0 112 760670.0 137 322078.0 163 218978.0 188 207881.0 213 139136.0 214 0
1 534
536 1 1301 106 0.9235866190849478 0.11690756851786666 0
8 136 0 137 2751204.0 164 1902646.0 191 1811298.0 217 1685069.0 244 1326678.0 271 1948498.0 272 0
2 534 535
537 1 1479 274 0.9229609755781183 0.04782807711932184 0
9 121 0 122 1910299.0 146 1939381.0 170 2141432.0 193 2064547.0 217 1431914.0 241 1451223.0 265 1929865.0 266 0
0
538 1 664 112 0.9221377002145227 0.04306804440985578 0
11 52 0 53 1784940.0 79 1035424.0 106 1552581.0 132 1734086.0 159 1863018.0 185 1882113.0 211 1450162.0 238 1837520.0 264 1165481.0 265 0
1 537
539 1 647 256 0.9277010856578626 0.013187637789476375 0
12 40 0 41 2518845.0 67 1472517.0 92 1025062.0 118 855555.0 143 823034.0 169 525180.0 194 258087.0 220 183872.0 245 263127.0 271 280219.0 272 0
1 537
540 1 1164 84 0.9286596362748971 0.04661187770418092 0
9 67 0 68 823027.0 91 612124.0 115 1056480.0 139 1647412.0 162 1418830.0 185 1983403.0 209 2410892.0 210 0
0
541 1 575 47 0.9221148064725817 0.102938226732559 0
14 11 0 12 663310.0 38 786660.0 64 997763.0 90 859936.0 116 617126.0 142 1052710.0 168 1375371.0 194 1825304.0 220 2639799.0 246 1218562.0 272 2480662.0 298 2851322.0 299 0
1 540
542 1 508 98 0.9220617415382372 0.09142850988054048 0
12 20 0 21 729316.0 46 1184439.0 72 1420356.0 97 745987.0 123 1419991.0 148 1303344.0 174 1185707.0 199 1059174.0 225 976342.0 250 790129.0 251 0
2 540 541
543 1 1423 191 0.9179437681278706 0.13442807806519555 0
7 3 0 4 1139721.0 29 965597.0 55 1041017.0 80 954325.0 105 1008844.0 106 0
1 541
544 1 1160 239 0.9231607477657747 0.10683358779413471 0
9 146 0 147 1107920.0 171 1025389.0 195 1733885.0 219 1834513.0 244 1276106.0 268 1523401.0 292 1221161.0 293 0
0
545 1 912 15 0.919556989090615 0.05702141598221233 0
8 150 0 151 1562993.0 177 2290174.0 203 1717668.0 230 1592504.0 256 1312070.0 282 2152532.0 283 0
0
546 1 1169 17 0.9298063898088876 0.1289750528174706 0
9 139 0 140 1761304.0 163 1444751.0 187 1323092.0 210 1189073.0 233 984561.0 257 542217.0 280 822372.0 281 0
0
547 1 691 32 0.9209994794936365 0.032834472957014645 0
9 27 0 28 922996.0 55 1469625.0 81 1221061.0 108 1864512.0 135 1407505.0 161 2427865.0 188 1844933.0 189 0
0
548 1 1113 164 0.9156007445948192 0.05058694466082533 0
8 77 0 78 2327545.0 102 2498095.0 126 1765973.0 149 1037605.0 173 851351.0 197 547174.0 198 0
1 547
549 1 888 134 0.9134573866536312 0.03532210671563503 0
14 12 0 13 1316078.0 39 1257732.0 64 1393265.0 90 908299.0 116 920981.0 142 883888.0 167 879886.0 193 798048.0 219 1125094.0 245 908777.0 270 711261.0 296 602066.0 297 0
1 548
550 1 1426 65 0.928605337211382 0.054072011403564664 0
9 95 0 96 1371416.0 121 1049283.0 146 1021371.0 171 778269.0 195 701876.0 220 957495.0 245 3730936.0 246 0
0
551 1 1163 130 0.9112006096646164 0.033518950692893415 0
8 102 0 103 2008332.0 127 2065228.0 151 1639471.0 176 1390490.0 200 985985.0 224 925115.0 225 0
1 550
552 1 750 152 0.9273421635140316 0.09340217735256111 0
13 10 0 11 430066.0 37 594488.0 63 741727.0 88 658179.0 114 723442.0 140 1498767.0 166 1339723.0 192 654244.0 217 888503.0 243 2764803.0 269 4310131.0 270 0
2 550 551
553 1 1043 229 0.9105635637790259 0.10315877269942986 0
13 28 0 29 352253.0 54 422872.0 80 300266.0 105 621588.0 130 993940.0 155 1580250.0 181 2598473.0 206 3153271.0 231 1926645.0 257 1597001.0 282 1799093.0 283 0
2 550 552
554 1 1312 24 0.918320638926602 0.14296333359979965 0
12 51 0 52 1009268.0 77 1274253.0 103 1032205.0 128 1787177.0 154 1241115.0 179 797520.0 205 727806.0 230 373708.0 256 418032.0 281 767185.0 282 0
0
555 1 1044 152 0.9291116444441744 0.05893593394257937 0
11 18 0 19 2668573.0 43 2434376.0 68 3338926.0 93 1556648.0 117 1533698.0 141 1239107.0 166 1311992.0 191 1369417.0 215 1138691.0 216 0
2 554 556
556 1 925 279 0.9293384197163906 0.09699297771574474 0
8 13 0 14 1696382.0 39 1997035.0 65 2227393.0 90 1808954.0 116 1399729.0 141 948077.0 142 0
0
557 1 1157 187 0.9170485364062431 0.1418864795181668 0
13 12 0 13 878531.0 38 512192.0 63 736134.0 88 735521.0 113 669152.0 138 784438.0 163 1223447.0 188 2064574.0 213 1391548.0 238 1720411.0 263 1108350.0 264 0
1 556
558 1 888 255 0.9219880146672678 0.11825513760564371 0
7 101 0 102 857411.0 128 657055.0 153 583062.0 179 1492337.0 205 1861558.0 206 0
0
559 1 1434 22 0.927864813242243 0.018127664541815375 0
11 30 0 31 1721330.0 57 1893273.0 83 1725303.0 108 1803486.0 134 1086185.0 160 1025922.0 185 800648.0 211 1452516.0 237 2407112.0 238 0
1 558
560 1 1261 293 0.9144680636217395 0.10058567945441364 0
14 0 0 1 857109.0 27 1055997.0 52 1704763.0 78 1133073.0 103 1154218.0 129 1621598.0 154 1139492.0 180 1292815.0 205 1845577.0 231 1446458.0 256 1566575.0 282 1965343.0 283 0
1 559
561 1 710 159 0.9214432233501935 0.041387959643497015 0
12 10 0 11 2637037.0 35 1977129.0 60 1632710.0 84 1283131.0 108 1155900.0 133 801355.0 157 540748.0 181 537327.0 206 1037399.0 230 1636061.0 231 0
0
562 1 1250 127 0.9127093878715561 0.08570162945958042 0
14 18 0 19 929335.0 44 742203.0 68 2183690.0 93 1003870.0 117 1405800.0 142 1375158.0 166 1326954.0 191 1291190.0 215 1181875.0 240 1064224.0 264 1600667.0 289 1957866.0 290 0
1 561
563 1 668 269 0.9231018722880627 0.09743522600510579 0
10 24 0 25 1971792.0 51 1382510.0 78 1867495.0 104 1379661.0 130 1147599.0 156 736465.0 183 607491.0 209 880222.0 210 0
2 561 562
564 1 546 118 0.9215700159757901 0.13731234085887498 0
12 55 0 56 2375874.0 80 2252704.0 104 1569951.0 129 1353414.0 153 2575128.0 177 3155037.0 201 1316419.0 226 795205.0 250 635973.0 274 441715.0 275 0
0
565 1 597 183 0.9118648763530764 0.05548694786370275 0
10 51 0 52 1184180.0 75 1078087.0 98 823638.0 121 826511.0 145 1278902.0 168 1036182.0 191 933597.0 214 988317.0 215 0
2 564 566
566 1 1183 305 0.9291234019413251 0.13575654927180192 0
13 14 0 15 1451440.0 41 1641746.0 66 942477.0 91 580475.0 117 722469.0 143 805190.0 168 1014064.0 193 1682428.0 219 1073326.0 245 1103781.0 270 762664.0 271 0
0
567 1 527 76 0.9240945514807674 0.06519823302145182 0
8 123 0 124 2211582.0 149 2078556.0 174 2377314.0 198 1312772.0 223 1234670.0 248 917679.0 249 0
0
568 1 833 53 0.9156591023224684 0.03940115944025489 0
8 120 0 121 2519618.0 144 1451857.0 166 994302.0 189 1194958.0 211 1660115.0 234 2548736.0 235 0
0
569 1 1232 291 0.9241371002084011 0.09264889929213246 0
10 61 0 62 1838417.0 87 1892396.0 112 2350495.0 137 1960924.0 163 1580128.0 188 1469236.0 213 1436062.0 238 1193340.0 239 0
0
570 1 927 31 0.9281539176092106 0.0022809715138579598 0
15 1 0 2 368989.0 27 510524.0 51 483424.0 76 536126.0 101 1138846.0 126 779440.0 151 829374.0 175 1306600.0 200 1664973.0 225 1809440.0 249 1265998.0 274 820493.0 299 1228046.0 300 0
1 569
571 1 1265 168 0.9126032388234366 0.10577777543979225 0
10 48 0 49 942303.0 73 1774096.0 97 1310432.0 121 1356387.0 146 1498770.0 170 1437434.0 194 2339925.0 218 2153402.0 219 0
0
572 1 958 7 0.9214568945241196 0.021014424635374455 0
13 20 0 21 860912.0 45 1341234.0 69 2083759.0 93 2051660.0 117 2777099.0 141 2934915.0 165 2449192.0 189 1434552.0 213 1739995.0 237 1326172.0 261 1815382.0 262 0
1 571
573 1 570 82 0.922234524043351 0.004658086021113739 0
13 31 0 32 1621763.0 58 1036370.0 84 1249945.0 110 904233.0 136 1277161.0 162 1886830.0 188 1656690.0 214 1682017.0 240 1434195.0 266 1853870.0 292 3015328.0 293 0
0
574 1 919 79 0.9264080100209207 0.019582559257223936 0
10 13 0 14 2186900.0 38 1581436.0 62 1839630.0 86 2107922.0 110 1200662.0 134 1545894.0 158 2173409.0 182 1733123.0 183 0
1 573
575 1 632 239 0.9115801842570844 0.12377369642355135 0
15 0 0 1 1340891.0 26 2248509.0 51 2261183.0 76 1807520.0 101 1038386.0 126 1247016.0 151 1298535.0 175 1302622.0 200 1107698.0 225 904682.0 250 586848.0 275 529010.0 300 383984.0 301 0
1 573
576 1 562 193 0.9261311047886643 0.13679211498828112 0
10 77 0 78 1009463.0 103 788582.0 128 1050214.0 153 1820323.0 179 1573989.0 204 1074885.0 229 1776565.0 254 1848120.0 255 0
2 574 575
577 1 1141 233 0.9117048024409252 0.020609704193441197 0
15 9 0 10 891564.0 34 1223105.0 58 1057908.0 82 939480.0 106 719319.0 130 892774.0 153 962312.0 177 1711187.0 201 2397957.0 225 2582516.0 249 3301709.0 273 3238415.0 297 2509453.0 298 0
0
578 1 1240 216 0.9288174368047214 0.059771342017852204 0
13 0 0 1 907729.0 25 881771.0 50 1206628.0 74 1332596.0 98 1232150.0 123 1620190.0 147 1940130.0 171 2088110.0 195 2550791.0 220 1881863.0 244 1285999.0 245 0
0
579 1 1246 243 0.9290508109255095 0.021887029250808657 0
10 64 0 65 870348.0 91 802407.0 118 2082514.0 144 1880079.0 171 1941664.0 197 1441843.0 224 1680841.0 250 1579132.0 251 0
1 578
580 1 1428 274 0.9291213536973536 0.11063843918113084 0
9 144 0 145 1570433.0 169 1996142.0 193 3119846.0 217 2178482.0 240 1021615.0 264 549937.0 288 430545.0 289 0
0
581 1 644 294 0.9290390363033137 0.07437619354534988 0
13 17 0 18 635064.0 43 1172924.0 69 1521602.0 94 1847337.0 119 1403947.0 145 1233133.0 170 627709.0 195 796276.0 220 769942.0 246 1270478.0 271 1358737.0 272 0
1 580
582 1 877 302 0.9239723427764588 0.08583552948285778 0
12 16 0 17 519162.0 41 577680.0 65 1764147.0 89 1814475.0 113 790050.0 138 1012420.0 162 1850486.0 186 984356.0 210 709992.0 234 793337.0 235 0
0
583 1 775 305 0.9132421348983722 0.012535642355461257 0
14 8 0 9 2059092.0 34 1449998.0 60 884101.0 85 663113.0 110 581173.0 136 592559.0 161 1036396.0 187 657273.0 212 392659.0 237 817578.0 263 1454943.0 288 2498888.0 289 0
0
584 1 572 153 0.9234117369179289 0.1485899571111717 0
12 73 0 74 1921867.0 98 2273930.0 121 1140866.0 145 1697410.0 168 1353730.0 192 1575589.0 215 1816292.0 239 1835568.0 262 2450486.0 286 2832061.0 287 0
1 583
585 1 548 135 0.9226381033891358 0.05019919827315664 0
14 9 0 10 470916.0 35 477926.0 59 951198.0 84 1252336.0 108 839856.0 133 1218281.0 157 936042.0 182 1543218.0 206 2198142.0 231 2347895.0 255 2512776.0 280 2868875.0 281 0
0
586 1 1060 165 0.9298057586502312 0.0755479773101274 0
13 6 0 7 1198389.0 31 2091337.0 55 2797534.0 79 2020081.0 103 2281877.0 127 2450876.0 152 2127470.0 176 2165612.0 200 1033114.0 224 702712.0 248 762476.0 249 0
0
587 1 1087 314 0.9297691057714823 0.08292244145614583 0
12 34 0 35 657412.0 59 785919.0 82 1503388.0 106 2653108.0 129 2869231.0 153 1432737.0 176 1221561.0 200 1428241.0 223 1618799.0 247 2124159.0 248 0
1 586
588 1 524 23 0.9110542462808926 0.12139055761847056 0
14 8 0 9 1713594.0 35 1468328.0 61 1165239.0 87 998569.0 113 1290938.0 139 855133.0 164 895574.0 190 1420397.0 216 1376131.0 242 1344639.0 268 1133648.0 294 1101296.0 295 0
0
589 1 1085 114 0.9110617320893201 0.11161078809881297 0
7 77 0 78 1295465.0 103 1205894.0 128 1224183.0 153 1307479.0 178 553865.0 179 0
1 588
590 1 516 227 0.924071000843454 0.07435217187534171 0
12 22 0 23 1977915.0 47 1960857.0 70 1711000.0 94 1650304.0 118 1502865.0 141 1083772.0 165 859835.0 189 1117626.0 212 1488877.0 236 1664869.0 237 0
0
591 1 1219 147 0.9282474845038345 0.09696137064627498 0
7 9 0 10 1235635.0 38 1611754.0 65 1499009.0 93 1307710.0 121 1493929.0 122 0
1 590
592 1 1261 64 0.9215915085377185 0.007828367123898006 0
14 13 0 14 1197550.0 38 1336035.0 62 1366692.0 86 1511127.0 110 1108295.0 134 1188211.0 158 2134212.0 182 2008365.0 206 1263689.0 230 889693.0 254 771925.0 278 1037060.0 279 0
0
593 1 1109 49 0.9238778219755052 0.08454022350849565 0
12 56 0 57 695503.0 81 1001992.0 104 754186.0 128 1122224.0 151 1274005.0 175 1601101.0 198 923965.0 222 2046862.0 245 2602648.0 269 4327659.0 270 0
1 592
594 1 940 206 0.9156070197743089 0.032320493675508356 0
11 51 0 52 1741449.0 78 1559904.0 105 1451872.0 131 1034074.0 157 1276293.0 184 918430.0 210 916970.0 237 988160.0 263 541776.0 264 0
0
595 1 1218 16 0.9275495192483567 0.13848301693665357 0
9 20 0 21 1265611.0 47 1083012.0 74 1756892.0 101 811093.0 127 845977.0 153 908720.0 180 745761.0 181 0
0
596 1 1311 212 0.9216478634762303 0.1473260578586576 0
13 13 0 14 274211.0 38 440159.0 61 782806.0 85 1010438.0 109 1041724.0 133 745013.0 156 1112601.0 180 757115.0 204 1162867.0 227 1935164.0 251 3135868.0 252 0
1 595
597 1 1014 204 0.925234072033304 0.13342386654862687 0
9 48 0 49 1176694.0 72 1818735.0 95 1053683.0 119 706073.0 142 777696.0 165 670852.0 188 389877.0 189 0
1 596
598 1 1031 60 0.9292205495718527 0.11519231649288734 0
13 3 0 4 1271342.0 28 830558.0 52 1369888.0 76 1072877.0 100 948186.0 125 1766376.0 149 1216342.0 173 978266.0 197 1108927.0 221 925794.0 245 908221.0 246 0
0
599 1 1314 175 0.913430749130987 0.09856954458460063 0
12 13 0 14 1212164.0 38 1879571.0 62 1586543.0 86 1351364.0 110 1071155.0 135 1300890.0 159 1509180.0 183 2803194.0 207 1906767.0 231 1458624.0 232 0
0
600 1 542 168 0.913998829783788 0.021978586129505644 0
8 5 0 6 1149506.0 29 1250198.0 52 1747680.0 74 1812766.0 97 857729.0 120 1102538.0 121 0
0
601 1 1308 247 0.9127654278914 0.010820716824336413 0
14 22 0 23 1473986.0 48 1197043.0 72 1171674.0 97 1027264.0 122 1936993.0 146 2152981.0 171 2362168.0 195 2452376.0 220 1951043.0 245 1932537.0 269 2521343.0 294 1890465.0 295 0
1 600
602 1 1104 136 0.9107970147061581 0.023451219983130715 0
12 29 0 30 1605589.0 55 2205980.0 79 2849101.0 104 2163980.0 129 2057113.0 153 1171141.0 178 735974.0 203 840215.0 227 921896.0 252 880354.0 253 0
2 600 601
603 1 907 71 0.9165174927701449 0.0976586731364832 0
11 40 0 41 1186003.0 65 1060664.0 89 984109.0 113 1359986.0 137 1482703.0 160 1389920.0 184 971273.0 208 978309.0 232 1275269.0 233 0
0
604 1 1314 290 0.9170542770096146 0.08779365045412886 0
8 5 0 6 1362519.0 33 1260695.0 60 834908.0 88 1180232.0 115 1835046.0 142 1827178.0 143 0
1 603
605 1 801 243 0.9163559277487893 0.10617377823873174 0
12 37 0 38 1333040.0 63 1163712.0 89 1331784.0 114 950090.0 140 1954891.0 165 1886721.0 191 2041723.0 216 2421627.0 242 2540307.0 267 2830197.0 268 0
1 604
606 1 777 112 0.9191626728302573 0.11564567982366268 0
14 5 0 6 686549.0 31 915521.0 56 1145207.0 81 2783587.0 106 2149941.0 131 1432909.0 156 1448479.0 181 1347845.0 206 1967641.0 231 1937843.0 256 1866515.0 281 2980184.0 282 0
0
607 1 1385 67 0.9107301918602335 0.027395931210276937 0
14 3 0 4 978479.0 28 1871242.0 53 1571471.0 77 1467680.0 102 2212032.0 126 2138023.0 151 1468815.0 175 1600047.0 200 1832499.0 224 1617177.0 249 902956.0 273 1057369.0 274 0
1 606
608 1 1025 80 0.9264963098154078 0.11828148545684869 0
9 160 0 161 2335154.0 184 1920540.0 207 1769069.0 229 2021862.0 252 1767393.0 275 1583356.0 298 1431336.0 299 0
0
609 1 973 76 0.9211817295094445 0.12680963190939873 0
12 17 0 18 1919208.0 44 1996365.0 70 1143561.0 95 1645104.0 121 965842.0 147 720140.0 173 966650.0 198 873054.0 224 1269102.0 250 1656205.0 251 0
0
610 1 584 298 0.9249496246440704 0.09948219947343165 0
7 18 0 19 759703.0 45 1262145.0 70 1684397.0 95 1777990.0 121 1833192.0 122 0
1 609
611 1 1343 191 0.916099393672722 0.024789646023233636 0
14 15 0 16 142978.0 40 151546.0 64 187159.0 88 452608.0 112 783321.0 136 957835.0 159 1322960.0 183 1474205.0 207 1741209.0 231 2380129.0 255 1868161.0 279 1140452.0 280 0
1 609
612 1 816 258 0.923643399229154 0.05211418806390242 0
10 32 0 33 861773.0 58 925285.0 84 813972.0 109 932260.0 134 1508164.0 159 1495129.0 185 1431035.0 210 968614.0 211 0
0
613 1 1134 28 0.9142211550230069 0.10069194905243432 0
10 96 0 97 982361.0 123 1060098.0 149 1342717.0 175 1297266.0 200 931220.0 226 1775247.0 252 1847144.0 278 1982075.0 279 0
1 612
614 1 746 180 0.9209252357860671 0.12761916601217474 0
9 52 0 53 1628540.0 79 1544981.0 105 1362680.0 131 2179526.0 156 1364327.0 182 2524649.0 208 2003163.0 209 0
1 612
615 1 991 134 0.9178500290406071 0.08925590246195013 0
9 115 0 116 948494.0 141 1170546.0 166 915641.0 191 1091135.0 215 1656180.0 240 1998820.0 265 2180218.0 266 0
3 612 613 614
616 1 1451 286 0.9245991751276595 0.022968608970686432 0
9 53 0 54 2188699.0 77 1630933.0 100 817498.0 123 541793.0 147 404075.0 170 377871.0 193 281603.0 194 0
0
617 1 1426 215 0.9295465731761635 0.10270901471260134 0
9 67 0 68 1289256.0 93 1495555.0 119 1883244.0 145 2277934.0 170 2842990.0 195 1784811.0 221 1598072.0 222 0
0
618 1 780 308 0.9207217040067993 0.0344027051073189 0
10 100 0 101 889055.0 125 485350.0 149 851845.0 173 881738.0 198 752056.0 222 1484621.0 246 1732365.0 270 1338313.0 271 0
1 617
619 1 1084 113 0.9232774080118682 0.017869820694194575 0
14 18 0 19 2468046.0 43 2421926.0 68 1563419.0 92 2024097.0 117 2541579.0 141 2126597.0 166 1723950.0 190 896149.0 215 960451.0 239 1128143.0 264 1249661.0 288 1750867.0 289 0
0
620 1 804 262 0.9186817895338537 0.11861034034709651 0
12 25 0 26 490783.0 52 450456.0 77 529033.0 103 681534.0 128 878772.0 154 1080747.0 179 1097825.0 205 1198124.0 230 2115840.0 256 2699966.0 257 0
1 619
621 1 1379 81 0.911695958883555 0.012104181645633543 0
10 78 0 79 1067783.0 105 1165152.0 132 1415362.0 158 1052215.0 184 1192799.0 210 854989.0 237 1049839.0 263 1532467.0 264 0
3 619 620 622
622 1 1040 226 0.9179605965727404 0.12538171894036956 0
14 9 0 10 453934.0 36 583737.0 62 841421.0 87 786590.0 113 949150.0 139 1180127.0 165 1683550.0 191 2065037.0 217 1937528.0 242 2037932.0 268 2758832.0 294 2436304.0 295 0
1 620
